Ticker,Date,Open,High,Low,Close,Adjusted_close,Adjusted_low,Adjusted_high,Adjusted_open,Volume
AMD.US  ,2/23/2015 12:00:00 AM,3.05,3.1,3.03,3.06,3.06,3.03,3.1,3.05,6323536
AMD.US  ,2/24/2015 12:00:00 AM,3.06,3.115,3.02,3.11,3.11,3.02,3.115,3.06,10916320
AMD.US  ,2/25/2015 12:00:00 AM,3.08,3.14,3.06,3.1,3.1,3.06,3.14,3.08,6151341
AMD.US  ,2/26/2015 12:00:00 AM,3.1,3.125,3.06,3.08,3.08,3.06,3.125,3.1,8680872
AMD.US  ,2/27/2015 12:00:00 AM,3.07,3.12,3.07,3.11,3.11,3.07,3.12,3.07,7150249
AMD.US  ,3/2/2015 12:00:00 AM,3.13,3.23,3.11,3.21,3.21,3.11,3.23,3.13,15638080
AMD.US  ,3/3/2015 12:00:00 AM,3.2,3.23,3.13,3.14,3.14,3.13,3.23,3.2,8645029
AMD.US  ,3/4/2015 12:00:00 AM,3.14,3.14,3.01,3.05,3.05,3.01,3.14,3.14,12122100
AMD.US  ,3/5/2015 12:00:00 AM,3.1,3.1,2.98,2.98,2.98,2.98,3.1,3.1,11472270
AMD.US  ,3/6/2015 12:00:00 AM,2.96,2.99,2.83,2.92,2.92,2.83,2.99,2.96,16785240
AMD.US  ,3/9/2015 12:00:00 AM,2.92,2.98,2.9,2.93,2.93,2.9,2.98,2.92,12405940
AMD.US  ,3/10/2015 12:00:00 AM,2.97,2.98,2.92,2.92,2.92,2.92,2.98,2.97,10312380
AMD.US  ,3/11/2015 12:00:00 AM,2.92,2.945,2.8,2.84,2.84,2.8,2.945,2.92,11772830
AMD.US  ,3/12/2015 12:00:00 AM,2.76,2.79,2.715,2.76,2.76,2.715,2.79,2.76,13847190
AMD.US  ,3/13/2015 12:00:00 AM,2.74,2.78,2.71,2.75,2.75,2.71,2.78,2.74,8099030
AMD.US  ,3/16/2015 12:00:00 AM,2.75,2.81,2.75,2.76,2.76,2.75,2.81,2.75,6132875
AMD.US  ,3/17/2015 12:00:00 AM,2.75,2.795,2.7399,2.77,2.77,2.7399,2.795,2.75,7742219
AMD.US  ,3/18/2015 12:00:00 AM,2.77,2.82,2.72,2.75,2.75,2.72,2.82,2.77,11385190
AMD.US  ,3/19/2015 12:00:00 AM,2.76,2.78,2.73,2.74,2.74,2.73,2.78,2.76,8819433
AMD.US  ,3/20/2015 12:00:00 AM,2.76,2.8,2.74,2.8,2.8,2.74,2.8,2.76,10764780
AMD.US  ,3/23/2015 12:00:00 AM,2.81,2.85,2.8,2.84,2.84,2.8,2.85,2.81,7450247
AMD.US  ,3/24/2015 12:00:00 AM,2.85,2.85,2.76,2.79,2.79,2.76,2.85,2.85,8724501
AMD.US  ,3/25/2015 12:00:00 AM,2.78,2.79,2.56,2.63,2.63,2.56,2.79,2.78,26985250
AMD.US  ,3/26/2015 12:00:00 AM,2.59,2.7,2.53,2.65,2.65,2.53,2.7,2.59,28286330
AMD.US  ,3/27/2015 12:00:00 AM,2.7,2.8,2.63,2.72,2.72,2.63,2.8,2.7,16844090
AMD.US  ,3/30/2015 12:00:00 AM,2.73,2.76,2.655,2.7,2.7,2.655,2.76,2.73,8558207
AMD.US  ,3/31/2015 12:00:00 AM,2.66,2.7,2.65,2.68,2.68,2.65,2.7,2.66,7025016
AMD.US  ,4/1/2015 12:00:00 AM,2.66,2.75,2.65,2.69,2.69,2.65,2.75,2.66,11240500
AMD.US  ,4/2/2015 12:00:00 AM,2.66,2.7,2.65,2.69,2.69,2.65,2.7,2.66,7047568
AMD.US  ,4/6/2015 12:00:00 AM,2.68,2.73,2.68,2.7,2.7,2.68,2.73,2.68,8178519
AMD.US  ,4/7/2015 12:00:00 AM,2.7,2.74,2.69,2.7,2.7,2.69,2.74,2.7,5738069
AMD.US  ,4/8/2015 12:00:00 AM,2.68,2.74,2.68,2.71,2.71,2.68,2.74,2.68,4348995
AMD.US  ,4/9/2015 12:00:00 AM,2.69,2.75,2.69,2.72,2.72,2.69,2.75,2.69,7127564
AMD.US  ,4/10/2015 12:00:00 AM,2.74,2.78,2.73,2.76,2.76,2.73,2.78,2.74,6184822
AMD.US  ,4/13/2015 12:00:00 AM,2.76,2.8,2.73,2.78,2.78,2.73,2.8,2.76,8391501
AMD.US  ,4/14/2015 12:00:00 AM,2.77,2.79,2.65,2.67,2.67,2.65,2.79,2.77,13364130
AMD.US  ,4/15/2015 12:00:00 AM,2.7,2.74,2.65,2.7,2.7,2.65,2.74,2.7,15281420
AMD.US  ,4/16/2015 12:00:00 AM,2.72,2.94,2.7,2.87,2.87,2.7,2.94,2.72,28617311
