Ticker,Timestamp,Gmtoffset,DateTime,Open,High,Low,Close,Volume
AMD.US  ,1602509400,0,10/12/2020 1:30:00 PM,83.650001,84.940002,83.120002,84.769996,17685351
AMD.US  ,1602513000,0,10/12/2020 2:30:00 PM,84.7788,85.129997,84.569999,84.949996,6286127
AMD.US  ,1602516600,0,10/12/2020 3:30:00 PM,84.955001,84.9701,84.150001,84.589996,5267087
AMD.US  ,1602520200,0,10/12/2020 4:30:00 PM,84.589996,84.699996,84.230003,84.5,4053806
AMD.US  ,1602523800,0,10/12/2020 5:30:00 PM,84.510002,84.720001,84.379997,84.535003,3385459
AMD.US  ,1602527400,0,10/12/2020 6:30:00 PM,84.530097,84.739997,83.985,84.043899,4586212
AMD.US  ,1602531000,0,10/12/2020 7:30:00 PM,84.044998,84.480003,83.910003,84.29,3956708
AMD.US  ,1602595800,0,10/13/2020 1:30:00 PM,84.86,85.5,83.980003,85.301498,11750548
AMD.US  ,1602599400,0,10/13/2020 2:30:00 PM,85.3012,86.089996,85.065902,85.859901,5567916
AMD.US  ,1602603000,0,10/13/2020 3:30:00 PM,85.851699,85.901702,84.239997,84.805,7885262
AMD.US  ,1602606600,0,10/13/2020 4:30:00 PM,84.809898,85.150001,84.370002,85.131599,4774915
AMD.US  ,1602610200,0,10/13/2020 5:30:00 PM,85.137901,85.237998,84.510002,84.779899,4056897
AMD.US  ,1602613800,0,10/13/2020 6:30:00 PM,84.779998,85.819999,84.629997,85.558296,4993090
AMD.US  ,1602617400,0,10/13/2020 7:30:00 PM,85.559997,85.79,85.208801,85.260002,2729881
AMD.US  ,1602682200,0,10/14/2020 1:30:00 PM,85.86,85.959999,83.719902,83.870002,11694020
AMD.US  ,1602685800,0,10/14/2020 2:30:00 PM,83.872001,85.019996,83.754997,84.9291,6973927
AMD.US  ,1602689400,0,10/14/2020 3:30:00 PM,84.919998,85.079902,83.459999,83.700698,6918297
AMD.US  ,1602693000,0,10/14/2020 4:30:00 PM,83.709999,84.18,83.599998,83.900001,4153443
AMD.US  ,1602696600,0,10/14/2020 5:30:00 PM,83.900001,84.480003,83.699996,84.220001,3520952
AMD.US  ,1602700200,0,10/14/2020 6:30:00 PM,84.220001,84.670501,84.033996,84.565002,3507918
AMD.US  ,1602703800,0,10/14/2020 7:30:00 PM,84.559997,84.75,84.129997,84.209999,2836029
AMD.US  ,1602768600,0,10/15/2020 1:30:00 PM,83.400001,84.7201,82.900001,83.035797,10480324
AMD.US  ,1602772200,0,10/15/2020 2:30:00 PM,83.029998,83.489997,82.419998,83.260101,5882120
AMD.US  ,1602775800,0,10/15/2020 3:30:00 PM,83.269996,83.580001,82.919998,82.964996,3345548
AMD.US  ,1602779400,0,10/15/2020 4:30:00 PM,82.970001,83.010002,82.470001,82.616798,3467843
AMD.US  ,1602783000,0,10/15/2020 5:30:00 PM,82.608398,83.11,82.535003,83.030097,2622311
AMD.US  ,1602786600,0,10/15/2020 6:30:00 PM,83.029998,83.370002,82.7201,83.279998,3447646
AMD.US  ,1602790200,0,10/15/2020 7:30:00 PM,83.279998,83.410003,82.970001,83.150001,3007381
AMD.US  ,1602855000,0,10/16/2020 1:30:00 PM,83.54,83.989997,82.650001,83.339996,9928447
AMD.US  ,1602858600,0,10/16/2020 2:30:00 PM,83.334999,83.760002,82.410003,82.61,5591957
AMD.US  ,1602862200,0,10/16/2020 3:30:00 PM,82.599998,83.069999,82.54,82.910003,3233705
AMD.US  ,1602865800,0,10/16/2020 4:30:00 PM,82.910003,83.089996,82.529998,83.010002,2685074
AMD.US  ,1602869400,0,10/16/2020 5:30:00 PM,83.019996,83.25,82.900001,83.175003,2707582
AMD.US  ,1602873000,0,10/16/2020 6:30:00 PM,83.180099,83.650001,83.120002,83.625,3769298
AMD.US  ,1602876600,0,10/16/2020 7:30:00 PM,83.620002,83.629997,83.099998,83.190002,2740887
AMD.US  ,1603114200,0,10/19/2020 1:30:00 PM,83.620002,84.650001,82.925399,83.713401,11000367
AMD.US  ,1603117800,0,10/19/2020 2:30:00 PM,83.709999,83.709999,82.5,83.154998,6126033
AMD.US  ,1603121400,0,10/19/2020 3:30:00 PM,83.159896,83.5,82.6501,82.830101,3958859
AMD.US  ,1603125000,0,10/19/2020 4:30:00 PM,82.830001,83.190002,82.819999,82.883399,2433487
AMD.US  ,1603128600,0,10/19/2020 5:30:00 PM,82.879997,82.949996,82.389999,82.760002,3190306
AMD.US  ,1603132200,0,10/19/2020 6:30:00 PM,82.760002,82.760002,81.529998,81.79,5582077
AMD.US  ,1603135800,0,10/19/2020 7:30:00 PM,81.779998,82.25,81.761703,81.980003,2958914
AMD.US  ,1603200600,0,10/20/2020 1:30:00 PM,82.160003,82.690002,81.309997,81.683998,9613473
AMD.US  ,1603204200,0,10/20/2020 2:30:00 PM,81.690002,81.839996,80.580001,81.599899,7223464
AMD.US  ,1603207800,0,10/20/2020 3:30:00 PM,81.589996,82.459999,81.5,82.11,5696988
AMD.US  ,1603211400,0,10/20/2020 4:30:00 PM,82.11,82.639999,81.669998,82.36,4529874
AMD.US  ,1603215000,0,10/20/2020 5:30:00 PM,82.370002,82.54,82.010002,82.050003,3324555
AMD.US  ,1603218600,0,10/20/2020 6:30:00 PM,82.065002,82.18,81.160003,81.530197,4332339
AMD.US  ,1603222200,0,10/20/2020 7:30:00 PM,81.549797,81.93,81.309997,81.559997,2740664
